Death Agency Number,URSUS Agency Name,Primary Name,Alternate URSUS Name,NCIC,ORI,Related County,Complaint Agency Name,gdrive_folder_name,Agency Website,CRP pra Agency name,MuckRock Agency ID,Agency Type (string),Post Name,Complaint Year,County,Complaint Type,Complaint Count,Alternate Name,resourceid,AGENCY_NAME
,,Kingsburg Police Department,,1008,CA0100800,Fresno County,Kingsburg Police Department,Kingsburg Police Department,"{""url"": ""https://www.cityofkingsburg-ca.gov/163/Police-Department"", ""url_label"": """"}",Kingsburg Police Department,19486.0,Police Department,KINGSBURG PD,,Fresno,,,,23870969-4bb2-4eec-a54e-29727eb4e597,KINGSBURG PD
,,Mendota Police Department,,1009,CA0100900,Fresno County,Mendota Police Department,Mendota Police Department,"{""url"": ""https://cityofmendota.com/police-department-about/"", ""url_label"": """"}",Mendota Police Department,19503.0,Police Department,MENDOTA PD,,Fresno,,,,71d4a9d7-7b7d-4150-a185-1cab851ea825,MENDOTA PD
,,Orange Cove Police Department,,1010,CA0101000,Fresno County,Orange Cove Police Department,Orange Cove Police Department,"{""url"": ""https://cityoforangecove.com/police/"", ""url_label"": """"}",Orange Cove Police Department,19522.0,Police Department,ORANGE COVE PD,,Fresno,,,,472d70f4-c326-4e39-8816-312ffa401e4b,ORANGE COVE PD
,,Parlier Police Department,,1011,CA0101100,Fresno County,Parlier Police Department,Parlier Police Department,"{""url"": ""https://www.parlier.ca.us/160/Police-Department"", ""url_label"": """"}",Parlier Police Department,19526.0,Police Department,PARLIER PD,"2019-01, 2018-01",Fresno,"Race Ethnicity Sustained, Race Ethnicity Sustained","1, 1",,8d499669-b6ca-4c99-835d-45313bbc46d2,PARLIER PD
,,Reedley Police Department,,1012,CA0101200,Fresno County,Reedley Police Department,Reedley Police Department,"{""url"": ""https://www.facebook.com/reedleypd/"", ""url_label"": """"}",Reedley Police Department,19533.0,Police Department,REEDLEY PD,,Fresno,,,,77c3197c-f012-475a-9eb0-4361b5178a21,REEDLEY PD
,,Sanger Police Department,,1013,CA0101300,Fresno County,Sanger Police Department,Sanger Police Department,"{""url"": ""https://www.ci.sanger.ca.us/182/Police"", ""url_label"": """"}",Sanger Police Department,19554.0,Police Department,SANGER PD,,Fresno,,,,0f050338-8e05-4cdd-bdc9-18c8aeeea14c,SANGER PD
,,Selma Police Department,,1015,CA0101500,Fresno County,Selma Police Department,Selma Police Department,"{""url"": ""https://www.cityofselma.com/departments/police.php"", ""url_label"": """"}",Selma Police Department,19563.0,Police Department,SELMA PD,,Fresno,,,,ad42ca26-5bac-4188-acf5-479c0e287f49,SELMA PD
,,,,,CA0101700,,,,,,,,,,,,,,,STATE CENTER COMMUNITY COLLEGE COLLEGE DISTRICT  PD
,,,,,CA0103500,,,,,,,,,,,,,,,CLOVIS USD PD
,,CSU Fresno Police Department,,1097,CA0109700,Fresno County,"CSU Fresno, University Police",CSU Fresno Police Department,"{""url"": ""https://adminfinance.fresnostate.edu/police/index.html"", ""url_label"": """"}",CSU Fresno Police Department,19818.0,CSU,CSU FRESNO DPS,,Fresno,,,,61ef54bd-df89-4819-b36c-77b990d9bbff,CSU FRESNO
,,Glenn County Sheriff,,1100,CA0110000,Glenn County,Glenn County Sheriff's Department,Glenn County Sheriff,"{""url"": ""https://countyofglenn.net/node/15073"", ""url_label"": """"}",Glenn County Sheriff,11171.0,Sheriff,"GLENN CO SD/CORONER, GLENN CO SO/CORONER",,Glenn,,,,970f5616-04d0-4f34-8663-ef42668e9d23,GLENN SD
,,Orland Police Department,,1101,CA0110100,Glenn County,Orland Police Department,Orland Police Department,"{""url"": ""https://www.cityoforland.com/police-department/"", ""url_label"": """"}",Orland Police Department,19523.0,Police Department,ORLAND PD,,Glenn,,,,e3b0f698-77e2-49ee-b4f7-a82ffd6b8e06,ORLAND PD
,,Glenn County District Attorney,,6311,CA011013A,Glenn County,Glenn County District Attorney,Glenn County District Attorney,"{""url"": ""https://countyofglenn.net/government/departments/district-attorney"", ""url_label"": """"}",Glenn County District Attorney,18077.0,District Attorney,GLENN CO DA,,Glenn,,,,7e0b1c2d-1e57-4340-8f26-8cc3f368dd9e,
,,Glenn County Probation Department,,6811,CA011013G,Glenn County,Glenn County Probation Department,Glenn County Probation Department,"{""url"": ""https://www.countyofglenn.net/government/departments/probation"", ""url_label"": """"}",,19794.0,Probation Department,,,Glenn,,,,62ea7d09-aab9-4e89-9bf0-d2c3133b9538,GLENN COUNTY PROBATION
,,Humboldt County Sheriff,,1200,CA0120000,Humboldt County,Humboldt County Sheriff's Department,Humboldt County Sheriff,"{""url"": ""https://humboldtgov.org/2545/Sheriffs-Office"", ""url_label"": """"}",Humboldt County Sheriff,8786.0,Sheriff,"HUMBOLDT CO SD, HUMBOLDT CO SO","2022-01, 2022-01",Humboldt,"Mental Disability Sustained, Physical Disability Sustained","1, 1",,69b57ce1-9a1f-45ff-8926-e0376cc31076,HUMBOLDT SD
,,Arcata Police Department,,1201,CA0120100,Humboldt County,Arcata Police Department,Arcata Police Department,"{""url"": ""https://www.cityofarcata.org/206/Police"", ""url_label"": """"}",Arcata Police Department,19460.0,Police Department,ARCATA PD,,Humboldt,,,,e5b258cc-0475-4fcd-85f8-1a3d2d4b9b47,ARCATA PD
,,,,,CA012013G,,,,,,,,,,,,,,,HUMBOLDT COUNTY PROBATION DEPARTMENT
,,Eureka Police Department,,1203,CA0120300,Humboldt County,Eureka Police Department,Eureka Police Department,"{""url"": ""https://www.eurekaca.gov/172/Police-Department"", ""url_label"": """"}",Eureka Police Department,15196.0,Police Department,EUREKA PD,2018-01,Humboldt,Race Ethnicity Sustained,1,,004b14f7-fdfd-41d5-b7a9-e4f9eeeb6e53,EUREKA PD
,,Ferndale Police Department,,1204,CA0120400,Humboldt County,Ferndale Police Department,Ferndale Police Department,"{""url"": ""https://ci.ferndale.ca.us/departments/police/"", ""url_label"": """"}",Ferndale Police Department,19617.0,Police Department,FERNDALE PD,,Humboldt,,,,55903459-99b3-42e4-8a6c-dd4ccffd72f2,FERNDALE PD
,,Fortuna Police Department,,1205,CA0120500,Humboldt County,Fortuna Police Department,Fortuna Police Department,"{""url"": ""https://www.friendlyfortuna.com/departments/public_safety/index.php"", ""url_label"": """"}",Fortuna Police Department,18922.0,Police Department,FORTUNA PD,,Humboldt,,,,ce3dba28-55d9-47d8-95c5-c109fbc6c529,FORTUNA PD
,,Rio Dell Police Department,,1207,CA0120700,Humboldt County,Rio Dell Police Department,Rio Dell Police Department,"{""url"": ""https://www.cityofriodell.ca.gov/police"", ""url_label"": """"}",Rio Dell Police Department,19610.0,Police Department,RIO DELL PD,,Humboldt,,,,ffdefe67-79cc-400d-b0e5-b89ad9ed48cd,RIO DELL PD
,,CSU Humboldt Police Department,,1208,CA0120800,Humboldt County,"CSU Humboldt, University Police",CSU Humboldt Police Department,"{""url"": ""https://www.humboldt.edu/police"", ""url_label"": """"}",CSU Humboldt Police Department,19927.0,CSU,"CSU HUMBOLDT DPS, CSU HUMBOLDT PD",,Humboldt,,,,f42f37f2-c692-43a3-afdd-51edeac15689,CAL POLY-HUMBOLDT
,,Imperial County Sheriff,,1300,CA0130000,Imperial County,Imperial County Sheriff's Department,Imperial County Sheriff,"{""url"": ""https://icso.imperialcounty.org/"", ""url_label"": """"}",Imperial County Sheriff,5522.0,Sheriff,"IMPERIAL CO SD, IMPERIAL CO SO",,Imperial,,,,f555dd43-4607-40e9-8a2e-e18e71002ba7,IMPERIAL SD
,,Brawley Police Department,,1301,CA0130100,Imperial County,Brawley Police Department,Brawley Police Department,"{""url"": ""https://www.brawley-ca.gov/departments/police-department"", ""url_label"": """"}",Brawley Police Department,19711.0,Police Department,BRAWLEY PD,,Imperial,,,,ed8182be-de6b-4ea0-a6a9-c31180db1470,BRAWLEY PD
,,Imperial County District Attorney,,6313,CA013013A,Imperial County,Imperial County District Attorney,Imperial County District Attorney,"{""url"": ""https://da.imperialcounty.org/"", ""url_label"": """"}",Imperial County District Attorney,18079.0,District Attorney,IMPERIAL CO DA,,Imperial,,,,6f7c01df-29c1-44b6-8775-82b6e4698d3f,IMPERIAL COUNTY DISTRICT ATTORNEY
,,Calexico Police Department,,1302,CA0130200,Imperial County,Calexico Police Department,Calexico Police Department,"{""url"": ""https://www.calexico.ca.gov/?SEC=029A22CB-1659-4003-84BC-20534F81C51A"", ""url_label"": """"}",Calexico Police Department,4940.0,Police Department,CALEXICO PD,,Imperial,,,,3fee2e52-f413-400a-ab98-60f65dcc50f9,CALEXICO PD
,,,,,CA013023G,,,,,,,,,,,,,,,IMPERIAL CO PROBATION DEPARTMENT
,,,,,CA0130300,,,,,,,,,,,,,,,CALIPATRIA PD
,,El Centro Police Department,,1304,CA0130400,Imperial County,El Centro Police Department,El Centro Police Department,"{""url"": ""https://cityofelcentro.org/police/"", ""url_label"": """"}",El Centro Police Department,19701.0,Police Department,EL CENTRO PD,,Imperial,,,,6a3204b4-1e1f-47c7-853e-686fe43eabbe,EL CENTRO PD
,,Imperial Police Department,,1306,CA0130600,Imperial County,Imperial Police Department,Imperial Police Department,"{""url"": ""https://www.cityofimperial.org/departments/police"", ""url_label"": """"}",Imperial Police Department,19695.0,Police Department,IMPERIAL PD,,Imperial,,,,d9794a79-be1f-483d-9876-161ff7e2fd64,IMPERIAL PD
,,Inyo County Sheriff,,1400,CA0140000,Inyo County,Inyo County Sheriff's Department,Inyo County Sheriff,"{""url"": ""https://www.inyocounty.us/services/sheriff"", ""url_label"": """"}",Inyo County Sheriff,11174.0,Sheriff,"INYO COUNTY SD, INYO COUNTY SO",,Inyo,,,,b593f78c-d90f-4603-b540-0e7aa207483f,INYO SD
,,Bishop Police Department,,1401,CA0140100,Inyo County,Bishop Police Department,Bishop Police Department,"{""url"": ""https://cityofbishop.ca.gov/departments/police/"", ""url_label"": """"}",Bishop Police Department,19632.0,Police Department,BISHOP PD,,Inyo,,,,c9b99b36-e81d-4210-bf9a-66acde9c5c8d,BISHOP PD
,,Inyo County Probation Department,,6814,CA014013G,Inyo County,Inyo County Probation Department,Inyo County Probation Department,"{""url"": ""https://www.inyocounty.us/services/probation"", ""url_label"": """"}",Inyo County Probation Department,19479.0,Probation Department,,,Inyo,,,,b0ec89f0-e0ac-4940-b795-cfbd2d7d53a0,INYO CO PROBATION DEPARTMENT
,,Kern County Sheriff,,1500,CA0150000,Kern County,Kern County Sheriff's Department,Kern County Sheriff,"{""url"": ""https://www.kernsheriff.org/"", ""url_label"": """"}",Kern County Sheriff,5520.0,Sheriff,"KERN COUNTY SD, KERN COUNTY SO",,Kern,,,,75dd1f8b-675c-446e-b965-8a16d38318de,KERN SD
,,Arvin Police Department,,1501,CA0150100,Kern County,Arvin Police Department,Arvin Police Department,"{""url"": ""https://arvin.org/181/Police"", ""url_label"": """"}",Arvin Police Department,6104.0,Police Department,ARVIN PD,,Kern,,,,6673e64d-844b-4ecc-b767-18f885862cc9,ARVIN PD
,,Kern County District Attorney,,6315,CA015013A,Kern County,Kern County District Attorney,Kern County District Attorney,"{""url"": ""https://www.kerncounty.com/government/departments/district-attorney"", ""url_label"": """"}",Kern County District Attorney,18081.0,District Attorney,KERN CO DA,,Kern,,,,c372b3b0-e3dc-44df-821b-f461e560d9ac,
,,Kern County Probation Department,,6815,CA015013G,Kern County,Kern County Probation Department,Kern County Probation Department,"{""url"": ""https://www.kernprobation.com/"", ""url_label"": """"}",Kern County Probation Department,19482.0,Probation Department,,2018-01,Kern,Religion Sustained,1,,b6feaae6-68e8-40c7-b878-6661a4b22c78,KERN CO PROBATION DEPARTMENT
,,Bakersfield Police Department,,1502,CA0150200,Kern County,Bakersfield Police Department,Bakersfield Police Department,"{""url"": ""https://www.bakersfieldcity.us/257/Police"", ""url_label"": """"}",Bakersfield Police Department,5220.0,Police Department,BAKERSFIELD PD,,Kern,,,,3b04a386-b06f-4740-b141-cee4eaf5400c,BAKERSFIELD PD
,,Delano Police Department,,1503,CA0150300,Kern County,Delano Police Department,Delano Police Department,"{""url"": ""https://www.cityofdelano.org/105/Police-Department"", ""url_label"": """"}",Delano Police Department,6101.0,Police Department,DELANO PD,,Kern,,,,daa27da2-ff25-42ed-a5c1-41196d823c37,DELANO PD
,,McFarland Police Department,,1505,CA0150500,Kern County,McFarland Police Department,McFarland Police Department,"{""url"": ""https://www.mcfarlandcity.org/203/Police-Department"", ""url_label"": """"}",McFarland Police Department,5051.0,Police Department,MCFARLAND PD,,Kern,,,,8982ab1c-77e0-479c-b592-bf6ae917b69d,MCFARLAND PD
,,Ridgecrest Police Department,,1506,CA0150600,Kern County,Ridgecrest Police Department,Ridgecrest Police Department,"{""url"": ""https://www.ridgecrest-ca.gov/327/Police-Department"", ""url_label"": """"}",Ridgecrest Police Department,6103.0,Police Department,RIDGECREST PD,,Kern,,,,1983c311-df9b-4160-98f9-3dc273ffdd2f,RIDGECREST PD
,,Shafter Police Department,,1507,CA0150700,Kern County,Shafter Police Department,Shafter Police Department,"{""url"": ""https://www.shafter.com/157/Police-Department"", ""url_label"": """"}",Shafter Police Department,6100.0,Police Department,SHAFTER PD,,Kern,,,,178fb53f-901e-4699-813f-ba6c0f608409,SHAFTER PD
,,Taft Police Department,,1508,CA0150800,Kern County,Taft Police Department,Taft Police Department,"{""url"": ""https://www.cityoftaft.org/pview.aspx?id=5379&catid=562"", ""url_label"": """"}",Taft Police Department,6105.0,Police Department,TAFT PD,,Kern,,,,55728f27-8bca-4feb-9cdb-f06c67b8c12c,TAFT PD
,,Tehachapi Police Department,,1509,CA0150900,Kern County,Tehachapi Police Department,Tehachapi Police Department,"{""url"": ""https://www.liveuptehachapi.com/481/Police-Department"", ""url_label"": """"}",Tehachapi Police Department,6102.0,Police Department,TEHACHAPI PD,,Kern,,,,b48a2c26-2382-46b5-9992-6993908b1fb7,TEHACHAPI PD
,,California City Police Department,,1511,CA0151100,Kern County,California City Police Department,California City Police Department,"{""url"": ""https://www.californiacity-ca.gov/CC/index.php/departments-1/finance-5"", ""url_label"": """"}",California City Police Department,19641.0,Police Department,CALIFORNIA CITY PD,,Kern,,,,85f34a5f-3de8-4f05-ac10-f5118420fd8a,CALIFORNIA CITY PD
,,CSU Bakersfield Police Department,,1597,CA0151200,Kern County,"CSU Bakersfield, University Police",CSU Bakersfield Police Department,"{""url"": ""https://www.csub.edu/police/"", ""url_label"": """"}",CSU Bakersfield Police Department,19789.0,CSU,CSU BAKERSFIELD DPS,,Kern,,,,c06fdbc7-b70b-4d93-82f7-1ae0abb046fb,CSU BAKERSFIELD
,,Stallion Springs Police Department,,1514,CA0151400,Kern County,Stallion Springs Police Department,Stallion Springs Police Department,"{""url"": ""https://www.stallionspringscsd.com/police-department"", ""url_label"": """"}",Stallion Springs Police Department,19924.0,Police Department,STALLION SPRINGS PD,,Kern,,,,6da3597e-6ca5-46bb-adba-16dab0b7a139,STALLION SPRINGS PD
,,Bear Valley Police Department,,1515,CA0151500,Kern County,Bear Valley Police Department,Bear Valley Police Department,"{""url"": ""https://www.bvcsd.org/police-department"", ""url_label"": """"}",Bear Valley Police Department,19917.0,Police Department,BEAR VALLEY PD,,Kern,,,,5aef3da5-082a-4552-8796-44e226145eaa,BEAR VALLEY PD
,,,,,CA0152100,,,,,,,,,,,,,,,KERN HIGH SCHOOL DISTRICT PD
,,Kings County Sheriff,,1600,CA0160000,Kings County,Kings County Sheriff's Department,Kings County Sheriff,"{""url"": ""https://www.countyofkingsca.gov/departments/public-safety/sheriff"", ""url_label"": """"}",Kings County Sheriff,11162.0,Sheriff,KINGS CO SHERIFF'S OFFICE,,Kings,,,,0cff51e4-a46f-49cc-a831-b769f47f6c4a,KINGS SD
,,Corcoran Police Department,,1601,CA0160100,Kings County,Corcoran Police Department,Corcoran Police Department,"{""url"": ""https://cityofcorcoran.ca.gov/departments/police/index.php"", ""url_label"": """"}",Corcoran Police Department,19727.0,Police Department,CORCORAN PD,,Kings,,,,22621b16-c55f-4887-9f5f-ea87c0872caa,CORCORAN PD
,,Hanford Police Department,,1602,CA0160200,Kings County,Hanford Police Department,Hanford Police Department,"{""url"": ""https://www.ci.hanford.ca.us/1198/Police"", ""url_label"": """"}",Hanford Police Department,19470.0,Police Department,HANFORD PD,,Kings,,,,3aa9c2ad-1ca3-415d-bc68-99c719c387b9,HANFORD PD
,,Lemoore Police Department,,1603,CA0160300,Kings County,Lemoore Police Department,Lemoore Police Department,"{""url"": ""https://lemoore.com/departments/police"", ""url_label"": """"}",Lemoore Police Department,5662.0,Police Department,LEMOORE PD,,Kings,,,,d1c198ae-7227-4bb6-9eff-1edaeb86eb47,LEMOORE PD
,,Avenal Police Department,,1607,CA0160800,Kings County,Avenal Police Department,Avenal Police Department,"{""url"": ""https://www.cityofavenal.com/217/Police"", ""url_label"": """"}",Avenal Police Department,19484.0,Police Department,AVENAL PD,"2017-01, 2016-01",Kings,"Race Ethnicity Sustained, Race Ethnicity Sustained","1, 1",,75d921ca-49cc-40c9-a9d6-b600a5b5f990,AVENAL PD
,,Lake County Sheriff,,1700,CA0170000,Lake County,Lake Sheriff's Department,Lake County Sheriff,"{""url"": ""https://www.lcso.org/"", ""url_label"": """"}",Lake County Sheriff,11166.0,Sheriff,"LAKE CO SD, LAKE CO SO",,Lake,,,,183fa7b9-1760-4fa5-9d2f-f6ef885afa58,LAKE SD
,,Lakeport Police Department,,1701,CA0170100,Lake County,Lakeport Police Department,Lakeport Police Department,"{""url"": ""https://www.cityoflakeport.com/police/"", ""url_label"": """"}",Lakeport Police Department,19488.0,Police Department,LAKEPORT PD,,Lake,,,,2a7f4866-bf8d-499e-bf6a-fa2a61381fb0,LAKEPORT PD
,,,,,CA017013G,,,,,,,,,,,,,,,LAKE COUNTY PROBATION
,,Clearlake Police Department,,1702,CA0170200,Lake County,Clearlake Police Department,Clearlake Police Department,"{""url"": ""https://clearlake.ca.us/210/Police-Department"", ""url_label"": """"}",Clearlake Police Department,19733.0,Police Department,CLEARLAKE PD,,Lake,,,,60bd5d28-beef-4c53-8e51-b85b583ffac1,CLEARLAKE PD
,,Lassen County Sheriff,,1800,CA0180000,Lassen County,Lassen Sheriff's Department,Lassen County Sheriff,"{""url"": ""https://www.lassencounty.org/dept/sheriffs-office/sheriffs-office"", ""url_label"": """"}",Lassen County Sheriff,7797.0,Sheriff,"LASSEN CO SD, LASSEN CO SO",2021-01,Lassen,Physical Disability Sustained,1,,e9918bdd-a5e3-481d-97b6-73691aefa068,LASSEN SD
,,Susanville Police Department,,1801,CA0180100,Lassen County,Susanville Police Department,Susanville Police Department,"{""url"": ""https://www.facebook.com/SusanvillePD/"", ""url_label"": """"}",Susanville Police Department,7796.0,Police Department,SUSANVILLE PD,,Lassen,,,,ef72fd54-b70c-4995-84de-89e65e85549b,SUSANVILLE PD
,,Lassen County District Attorney,,6318,CA018013A,Lassen County,Lassen County District Attorney,Lassen County District Attorney,"{""url"": ""https://www.lassencounty.org/dept/district-attorney/welcome"", ""url_label"": """"}",Lassen County District Attorney,18084.0,District Attorney,LASSEN CO DA,,Lassen,,,,00ac4361-0e90-41b8-ae63-9da899d84794,LASSEN CO DISTRICT ATTORNEYS OFFICE
